date,day_index,reservoir_level_m,temperature_c,is_anomaly,piezometer_P1_m,piezometer_P2_m,piezometer_P3_m,piezometer_P4_m,piezometer_P5_m,piezometer_P6_m,piezometer_P7_m,piezometer_P8_m,displacement_D1_mm,displacement_D2_mm,displacement_D3_mm
2022-01-24,1119,34.252,4.55,0,30.39,24.275,19.183,14.627,11.066,7.717,4.246,1.933,-1.2861,-0.3506,-0.0144
2022-01-25,1120,34.77,5.97,0,30.753,24.675,19.355,15.21,11.589,8.127,4.487,2.08,-1.2513,-0.2542,0.0014
2022-01-26,1121,33.807,5.27,0,29.98,23.696,18.529,14.816,11.191,7.919,4.397,1.862,-1.3142,-0.3559,-0.065
2022-01-27,1122,34.692,5.22,0,30.49,24.518,19.62,14.659,11.347,8.175,4.155,2.199,-1.2463,-0.3653,-0.0086
2022-01-28,1123,35.19,6.06,0,31.251,24.76,19.814,15.228,11.827,8.457,4.993,2.277,-1.2345,-0.2877,-0.0607
2022-01-29,1124,36.235,4.93,0,32.015,25.659,20.05,15.595,11.766,8.425,4.676,1.97,-1.2417,-0.2526,-0.0181
2022-01-30,1125,35.849,4.15,0,31.463,24.934,19.961,15.151,12.363,8.558,4.819,1.89,-1.4405,-0.2988,-0.1366
2022-01-31,1126,35.93,5.74,0,31.556,25.275,20.109,15.636,11.943,8.294,5.006,2.194,-1.2086,-0.3293,0.0344
2022-02-01,1127,35.785,5.39,0,31.601,25.049,19.959,15.478,12.047,8.64,4.803,1.894,-1.2802,-0.2554,-0.0531
2022-02-02,1128,37.154,4.0,0,32.525,25.913,20.411,16.167,12.342,8.465,4.824,2.026,-1.4454,-0.3053,-0.0348
2022-02-03,1129,36.176,4.81,0,32.001,25.722,20.193,15.597,12.224,8.39,4.948,1.908,-1.3507,-0.3726,-0.0562
2022-02-04,1130,35.471,6.27,0,31.501,25.179,19.294,15.302,11.749,8.195,4.92,1.829,-1.1534,-0.2421,-0.0159
2022-02-05,1131,35.885,6.91,0,31.966,25.375,19.956,15.313,12.189,8.418,4.965,2.1,-1.0017,-0.3076,-0.0398
2022-02-06,1132,36.808,6.18,0,32.519,26.214,20.584,15.785,12.199,8.68,4.826,1.615,-1.0824,-0.2996,-0.0163
2022-02-07,1133,37.035,10.37,0,32.704,26.094,20.321,16.075,12.501,8.251,4.675,1.915,-0.4587,0.0151,0.0355
2022-02-08,1134,36.5,9.0,0,32.445,25.552,20.158,15.748,12.409,8.239,4.952,2.251,-0.6518,-0.2527,0.0562
2022-02-09,1135,36.261,7.15,0,31.969,25.763,20.146,16.021,12.011,8.137,5.003,2.179,-0.9678,-0.2533,0.0351
2022-02-10,1136,36.935,4.44,0,32.591,26.178,20.647,16.195,12.244,8.738,5.116,2.249,-1.3468,-0.2801,-0.0049
2022-02-11,1137,37.64,9.54,0,33.446,26.315,21.215,16.589,12.684,8.982,5.158,1.949,-0.6942,0.0085,0.1538
2022-02-12,1138,38.333,4.22,0,33.873,27.001,21.078,16.584,12.86,8.69,4.989,2.399,-1.442,-0.2343,0.0643
2022-02-13,1139,38.249,5.38,0,33.493,27.082,21.42,16.835,12.718,8.554,5.129,2.063,-1.1435,-0.2961,0.0182
2022-02-14,1140,37.416,7.08,0,33.048,26.673,20.988,16.242,12.429,8.997,5.145,2.234,-0.9571,-0.2078,-0.0133
2022-02-15,1141,38.167,8.2,0,34.089,27.258,21.405,16.843,12.752,9.014,4.777,2.53,-0.7878,-0.0928,0.0981
2022-02-16,1142,37.888,8.05,0,33.87,26.71,21.507,16.307,12.669,8.745,5.612,2.551,-0.9165,-0.1263,0.0757
2022-02-17,1143,37.567,7.05,0,33.355,26.789,20.872,16.144,12.942,8.936,5.266,2.434,-0.8566,-0.1996,0.0156
2022-02-18,1144,38.17,5.91,0,33.907,26.706,21.828,16.532,12.574,8.5,4.99,2.347,-1.1462,-0.2586,-0.0002
2022-02-19,1145,36.791,7.93,0,32.799,25.778,20.195,15.795,12.456,8.678,4.731,2.181,-0.8943,-0.2068,0.0204
2022-02-20,1146,37.325,7.18,0,33.117,26.641,20.931,16.327,12.67,8.803,5.11,2.497,-0.9701,-0.2681,0.0112
2022-02-21,1147,38.547,7.67,0,34.106,27.24,21.81,16.514,13.157,9.417,5.576,2.196,-0.9929,-0.1317,0.1207
2022-02-22,1148,38.917,6.49,0,34.647,27.821,22.398,16.912,12.799,9.132,4.83,2.387,-1.0829,-0.2866,0.0717
2022-02-23,1149,39.575,6.76,0,35.178,28.192,22.193,17.139,13.387,9.228,5.143,2.318,-1.0462,-0.1535,0.0591
2022-02-24,1150,38.084,6.4,0,33.592,27.255,21.616,16.681,13.111,9.156,5.142,2.572,-1.0727,-0.2657,0.005
2022-02-25,1151,39.114,7.17,0,35.08,27.901,21.882,17.131,12.731,9.275,5.165,2.465,-0.9613,-0.1471,0.0963
2022-02-26,1152,37.948,7.9,0,33.452,26.748,21.102,16.509,12.756,9.005,5.328,2.211,-0.9265,-0.1381,0.0034
2022-02-27,1153,38.759,8.11,0,34.356,27.404,21.272,16.81,13.298,9.251,5.087,2.434,-0.7762,-0.1956,0.061
2022-02-28,1154,39.163,8.51,0,34.935,27.675,22.359,17.208,13.455,8.938,5.378,2.704,-0.7276,-0.1548,0.1057
2022-03-01,1155,37.973,7.4,0,33.776,27.012,21.191,16.496,12.828,9.018,4.968,2.304,-0.925,-0.254,0.032
2022-03-02,1156,38.857,8.38,0,34.134,27.287,21.674,17.061,13.077,9.304,5.44,2.496,-0.7292,-0.0739,0.0387
2022-03-03,1157,37.896,10.55,0,33.578,26.926,21.241,16.165,12.811,8.975,5.026,2.285,-0.5225,-0.0809,0.005
2022-03-04,1158,38.828,9.41,0,34.52,27.623,21.927,16.91,13.151,9.096,5.251,2.197,-0.6868,-0.0685,0.1286
2022-03-05,1159,39.467,12.42,0,34.987,28.044,22.38,17.481,13.553,9.391,5.546,2.393,-0.123,0.0263,0.0929
2022-03-06,1160,38.736,10.0,0,34.261,27.68,21.407,16.9,12.859,9.137,5.148,2.395,-0.4527,0.08,0.0892
2022-03-07,1161,38.539,10.28,0,34.185,27.296,21.969,16.981,13.144,9.233,5.52,2.493,-0.5188,-0.0363,-0.006
2022-03-08,1162,38.034,12.39,0,33.695,27.303,21.67,16.596,12.877,8.807,5.071,2.102,-0.1727,0.0519,0.1351
2022-03-09,1163,38.225,12.15,0,33.695,27.189,21.725,16.693,12.787,9.17,5.039,2.206,-0.2303,0.0646,0.1615
2022-03-10,1164,38.661,10.27,0,34.44,27.743,21.624,16.795,13.147,9.25,5.494,1.868,-0.5763,-0.0253,0.1705
2022-03-11,1165,38.432,11.06,0,33.913,27.665,21.363,16.639,12.778,8.846,5.392,2.056,-0.439,-0.0201,0.1244
2022-03-12,1166,38.701,12.38,0,34.21,27.47,21.611,16.945,13.288,9.256,5.469,2.121,-0.1877,0.0683,0.2027
2022-03-13,1167,37.833,10.69,0,33.432,26.89,21.259,16.638,12.962,8.853,5.237,2.304,-0.4195,0.0152,0.0338
2022-03-14,1168,39.194,9.82,0,34.883,28.004,22.204,17.205,13.455,9.405,5.424,2.443,-0.716,0.0175,0.0902
2022-03-15,1169,38.07,12.34,0,33.94,27.195,21.208,16.827,13.069,8.936,5.025,2.325,-0.195,-0.0864,0.2583
2022-03-16,1170,39.222,12.49,0,34.827,27.796,21.889,17.197,13.381,9.422,5.38,2.386,-0.28,0.0835,0.1197
2022-03-17,1171,38.891,12.37,0,34.362,27.919,21.623,16.797,13.056,9.011,5.255,2.548,-0.1872,0.0943,0.1162
2022-03-18,1172,39.266,10.62,0,35.1,28.018,22.318,17.022,13.191,9.2,5.179,2.533,-0.4286,-0.0564,0.0541
2022-03-19,1173,38.615,13.59,0,34.42,27.44,21.811,17.28,12.841,9.173,5.088,2.329,0.0334,0.0929,0.2312
2022-03-20,1174,38.484,13.54,0,34.029,27.316,21.911,17.138,13.054,9.036,5.32,2.111,0.0074,0.0677,0.2023
2022-03-21,1175,39.164,11.09,0,34.956,27.857,22.408,16.998,13.322,9.27,5.842,2.525,-0.367,0.0486,0.1816
2022-03-22,1176,38.591,12.61,0,33.833,27.675,21.861,16.873,13.263,8.987,5.22,2.482,-0.0972,0.1223,0.2432
2022-03-23,1177,38.286,14.33,0,34.183,27.627,21.404,16.575,12.664,9.114,5.135,2.465,0.0466,0.1316,0.1742
2022-03-24,1178,38.421,13.17,0,33.97,27.253,21.712,16.771,12.881,9.063,5.127,2.442,-0.1939,0.0109,0.1295
2022-03-25,1179,38.019,15.19,0,33.526,27.121,21.107,17.077,12.947,9.016,5.367,2.191,0.2315,0.2084,0.2306
2022-03-26,1180,39.082,12.24,0,34.69,27.686,22.634,16.861,13.318,9.276,5.022,2.491,-0.2141,0.1449,0.2504
2022-03-27,1181,38.59,16.65,0,34.363,27.854,21.626,17.091,13.344,8.996,5.273,2.528,0.4454,0.3438,0.2343
2022-03-28,1182,37.162,13.99,0,32.723,26.931,20.768,16.318,12.542,8.827,5.082,2.539,0.0515,0.1636,0.165
2022-03-29,1183,38.586,11.63,0,34.52,27.167,21.321,16.956,13.095,9.629,5.46,2.222,-0.2811,0.0215,0.1495
2022-03-30,1184,38.35,19.13,0,34.263,27.445,21.72,17.059,12.878,9.013,5.54,2.436,0.7572,0.3757,0.3112
2022-03-31,1185,38.836,15.11,0,34.44,27.129,21.645,17.06,13.13,8.759,5.121,2.5,0.2308,0.2379,0.3245
2022-04-01,1186,38.391,16.76,0,34.115,27.487,21.704,17.085,13.225,9.026,5.481,2.447,0.345,0.261,0.3153
2022-04-02,1187,38.194,14.03,0,34.183,27.109,21.616,16.616,12.798,9.027,5.283,2.656,0.0841,0.084,0.2157
2022-04-03,1188,37.904,14.83,0,33.495,26.848,21.339,16.22,12.916,8.98,4.906,2.361,0.1852,0.2027,0.216
2022-04-04,1189,37.907,15.58,0,34.088,26.538,21.083,16.729,12.6,9.022,5.402,2.496,0.351,0.1318,0.2434
2022-04-05,1190,37.779,17.49,0,33.514,26.736,21.294,16.471,12.566,8.903,5.24,2.158,0.5804,0.2996,0.2611
2022-04-06,1191,38.736,14.91,0,34.648,27.624,21.689,17.465,13.184,9.179,5.065,2.213,0.2335,0.2993,0.2839
2022-04-07,1192,38.253,17.27,0,34.037,26.988,21.75,17.21,12.826,9.182,5.53,2.376,0.5204,0.2873,0.1748
2022-04-08,1193,37.739,16.09,0,33.368,26.995,21.338,16.307,12.993,8.987,5.189,2.251,0.3888,0.2663,0.2147
2022-04-09,1194,37.321,18.17,0,33.16,26.347,21.27,16.544,12.644,9.101,4.965,2.389,0.6784,0.3205,0.223
2022-04-10,1195,37.33,17.37,0,33.2,26.752,20.627,16.085,12.129,8.622,5.072,2.3,0.5462,0.4181,0.233
2022-04-11,1196,37.31,18.35,0,33.311,26.555,20.969,16.736,12.235,8.985,5.109,2.511,0.7065,0.3237,0.2189
2022-04-12,1197,37.136,16.05,0,32.717,26.556,20.609,16.16,12.704,8.904,5.025,2.406,0.4157,0.1992,0.2626
2022-04-13,1198,37.154,20.35,0,33.077,26.667,21.049,16.328,12.742,8.755,5.284,2.519,1.0041,0.4457,0.4102
2022-04-14,1199,37.456,19.16,0,33.227,26.299,20.61,16.242,12.589,8.674,5.119,2.5,0.7584,0.4254,0.3093
2022-04-15,1200,37.013,20.76,1,32.868,26.471,20.912,16.385,12.192,8.835,4.979,2.083,1.069,0.5679,0.2796
2022-04-16,1201,36.93,20.81,1,32.943,26.579,20.886,16.021,12.209,8.834,5.038,2.601,1.2068,0.5014,0.2828
2022-04-17,1202,37.005,19.42,1,32.876,26.564,20.683,16.174,12.248,8.459,5.142,2.186,0.957,0.4817,0.2551
2022-04-18,1203,36.303,16.42,1,32.605,25.899,20.389,15.655,12.403,8.766,4.917,2.417,0.5261,0.2687,0.1873
2022-04-19,1204,36.134,17.53,1,31.98,25.717,20.482,15.864,12.22,8.628,5.164,2.174,0.7753,0.2406,0.2479
2022-04-20,1205,36.002,18.15,1,32.142,25.82,20.5,16.137,12.092,8.535,5.034,1.94,0.7654,0.2465,0.3644
2022-04-21,1206,36.549,20.33,1,32.734,26.426,20.454,16.215,12.653,8.787,5.173,2.233,1.1624,0.4647,0.3551
2022-04-22,1207,36.608,20.46,1,32.406,26.454,20.569,15.995,12.413,8.771,5.134,2.518,1.3371,0.5032,0.1723
2022-04-23,1208,35.649,19.59,1,31.616,25.337,20.181,15.622,11.695,8.436,4.497,2.619,1.1596,0.4136,0.2033
2022-04-24,1209,35.278,20.12,1,31.478,25.0,19.829,15.394,11.894,8.34,4.856,2.498,1.2575,0.4771,0.2347
2022-04-25,1210,36.201,21.43,1,32.029,26.018,20.325,15.601,12.057,8.798,4.802,2.034,1.5156,0.4834,0.2746
2022-04-26,1211,35.601,23.41,1,31.677,25.292,19.841,15.142,12.221,8.349,5.177,2.364,1.8015,0.6159,0.3006
2022-04-27,1212,35.484,19.86,1,31.294,25.24,19.863,15.505,12.22,8.531,4.9,2.315,1.4607,0.3714,0.2578
2022-04-28,1213,36.184,19.85,1,31.874,25.738,20.369,15.869,12.389,8.453,4.737,2.337,1.4338,0.4736,0.2764
2022-04-29,1214,36.611,23.29,1,32.869,25.859,20.316,16.279,12.394,8.718,4.89,2.17,1.9374,0.5917,0.3469
2022-04-30,1215,34.998,20.77,1,31.116,24.803,19.648,15.244,11.661,8.005,4.887,2.13,1.605,0.4484,0.2179
2022-05-01,1216,35.779,20.46,1,31.754,25.588,20.155,15.701,11.935,8.562,4.969,2.113,1.5669,0.4451,0.2856
2022-05-02,1217,35.323,21.95,1,31.306,24.872,20.036,15.59,12.132,8.604,4.8,2.435,1.9425,0.468,0.324
2022-05-03,1218,35.224,22.99,1,30.875,24.938,19.935,15.442,11.984,8.207,4.587,2.157,2.0147,0.5307,0.2635
2022-05-04,1219,35.2,21.72,1,31.33,24.932,19.877,15.444,11.883,8.176,4.641,2.151,1.9719,0.4372,0.3519
2022-05-05,1220,34.602,21.58,1,31.067,24.24,19.177,14.935,11.69,8.146,4.854,1.891,2.0544,0.5032,0.2818
2022-05-06,1221,33.488,23.71,1,29.42,23.876,19.215,14.808,11.578,7.625,4.84,2.064,2.3526,0.6234,0.4141
2022-05-07,1222,35.209,21.24,1,30.972,24.808,19.494,15.512,12.001,8.198,4.977,2.156,2.0458,0.4904,0.3138
2022-05-08,1223,35.928,23.11,1,31.707,25.497,20.331,15.701,11.834,8.32,4.96,2.285,2.255,0.6164,0.371
2022-05-09,1224,34.769,18.1,1,30.767,24.819,19.569,15.085,11.452,8.31,4.457,2.085,1.631,0.3602,0.2691
2022-05-10,1225,34.881,21.15,1,30.717,24.61,19.466,14.885,11.747,8.335,5.016,2.457,2.1434,0.3887,0.3102
2022-05-11,1226,34.039,23.35,1,30.289,24.282,19.302,14.565,11.13,8.173,4.64,2.481,2.4942,0.5785,0.3122
2022-05-12,1227,33.742,22.79,1,29.628,24.295,19.085,14.707,11.245,7.58,4.696,2.518,2.4241,0.4956,0.2809
2022-05-13,1228,33.259,22.86,1,29.283,23.796,18.426,14.286,11.308,7.752,4.415,2.248,2.4527,0.5868,0.2638
2022-05-14,1229,33.351,23.41,1,29.629,23.964,18.951,14.509,11.173,7.581,4.737,2.363,2.6211,0.6027,0.4166
2022-05-15,1230,33.111,23.03,1,29.363,23.652,18.416,14.431,11.103,7.712,4.404,1.788,2.5869,0.4754,0.2768
2022-05-16,1231,33.81,23.84,1,30.114,23.809,18.709,14.889,11.464,7.926,4.814,1.555,2.7462,0.6304,0.3761
2022-05-17,1232,33.488,23.15,1,29.666,23.791,18.66,14.74,11.103,7.925,5.041,1.798,2.608,0.6033,0.3077
2022-05-18,1233,33.567,21.49,1,29.357,23.973,18.714,15.205,10.973,7.735,4.576,2.029,2.4281,0.5276,0.2034
2022-05-19,1234,33.622,20.94,1,29.428,23.773,18.883,14.781,11.139,7.974,4.788,2.083,2.3757,0.4079,0.2627
2022-05-20,1235,33.632,24.09,1,29.823,24.034,18.982,14.294,10.992,7.857,4.573,1.509,2.8724,0.5789,0.3533
2022-05-21,1236,32.99,23.35,1,29.492,23.416,18.483,14.364,10.651,7.681,4.605,1.966,2.9322,0.6631,0.2622
2022-05-22,1237,32.485,25.41,1,29.185,22.889,17.966,14.048,10.9,7.82,4.518,2.121,3.1749,0.707,0.3882
2022-05-23,1238,32.619,22.8,1,28.899,23.461,18.321,14.276,11.008,7.546,4.473,2.074,2.8927,0.5016,0.2863
2022-05-24,1239,32.768,23.56,1,28.86,22.977,18.223,14.237,11.382,7.551,4.378,1.845,3.0545,0.6135,0.366
2022-05-25,1240,33.772,23.47,1,29.895,23.942,18.894,14.407,11.159,7.715,4.425,1.956,3.0419,0.6947,0.3552
2022-05-26,1241,33.466,25.77,1,29.359,23.994,18.794,14.745,10.867,7.747,4.845,2.404,3.3446,0.6961,0.3004
2022-05-27,1242,31.809,24.96,1,28.382,22.173,17.517,13.829,10.864,7.345,4.137,1.868,3.2455,0.5961,0.3325
2022-05-28,1243,32.241,23.06,1,28.579,22.577,17.941,13.838,10.641,7.381,4.177,1.646,3.1714,0.5599,0.3224
2022-05-29,1244,32.178,26.98,1,28.626,22.7,17.844,13.834,10.824,7.865,4.562,2.061,3.7701,0.6989,0.3859
2022-05-30,1245,31.213,26.83,1,27.579,22.047,17.698,13.811,10.514,7.231,3.77,1.687,3.5974,0.7166,0.3897
2022-05-31,1246,32.411,23.51,1,28.534,22.615,17.861,13.955,10.907,7.843,4.008,1.957,3.2845,0.6602,0.3095
2022-06-01,1247,32.679,26.76,1,28.659,22.906,17.974,13.791,10.32,7.279,4.598,1.92,3.7604,0.7525,0.264
2022-06-02,1248,32.707,25.5,1,29.02,23.639,18.596,13.886,10.664,7.175,4.026,1.387,3.6606,0.6658,0.346
2022-06-03,1249,31.544,23.78,1,27.874,22.04,17.724,13.404,10.51,7.473,4.3,1.829,3.4429,0.5752,0.204
2022-06-04,1250,32.425,26.34,1,28.592,22.6,18.026,13.999,10.742,7.748,4.303,1.949,3.8275,0.7607,0.3775
2022-06-05,1251,32.094,27.26,0,28.356,22.465,17.772,13.951,10.626,7.461,4.123,2.109,2.0224,0.7087,0.4138
2022-06-06,1252,31.42,24.65,0,28.342,22.213,17.427,13.72,10.23,7.165,4.176,1.853,1.5617,0.537,0.3296
2022-06-07,1253,31.195,28.14,0,27.47,22.288,17.483,13.168,10.35,7.521,4.134,1.556,2.0491,0.7583,0.2798
2022-06-08,1254,31.109,24.32,0,27.284,21.934,16.902,13.607,9.833,6.993,3.919,1.819,1.5849,0.534,0.2706
2022-06-09,1255,31.352,27.3,0,27.805,22.177,17.642,13.342,9.993,7.328,3.993,1.686,1.9954,0.8469,0.3755
2022-06-10,1256,31.439,25.12,0,27.74,22.065,17.452,13.288,10.253,7.126,4.102,1.652,1.6542,0.6535,0.3676
2022-06-11,1257,30.388,25.51,0,26.689,21.408,16.722,12.98,10.338,7.074,4.315,2.211,1.7395,0.707,0.3529
2022-06-12,1258,31.652,25.89,0,27.953,22.353,17.595,13.659,10.846,7.269,4.249,2.037,1.7417,0.7091,0.3751
2022-06-13,1259,30.893,25.85,0,27.032,21.644,17.57,13.338,10.061,7.166,4.325,1.736,1.7644,0.771,0.4189
2022-06-14,1260,31.497,25.34,0,27.644,22.231,17.225,13.432,10.693,7.009,4.163,1.572,1.701,0.6664,0.2926
2022-06-15,1261,31.845,26.81,0,27.742,22.568,17.402,13.387,10.742,7.189,4.165,1.685,1.9469,0.7297,0.389
2022-06-16,1262,31.478,25.98,0,27.739,21.93,17.987,13.277,10.342,7.25,3.786,1.934,1.7838,0.7193,0.3169
2022-06-17,1263,31.314,26.33,0,27.717,22.144,17.269,13.502,10.069,7.345,3.742,1.775,1.8242,0.7334,0.3619
2022-06-18,1264,31.081,24.13,0,27.15,21.858,16.861,13.498,10.597,7.002,3.992,1.639,1.4725,0.5958,0.3923
2022-06-19,1265,30.24,26.64,0,26.907,21.418,16.738,12.588,9.766,6.585,3.971,1.549,1.8688,0.6856,0.4312
2022-06-20,1266,30.926,29.83,0,27.254,21.702,17.321,13.436,10.186,7.196,3.832,1.579,2.4527,0.8608,0.4107
2022-06-21,1267,31.17,26.09,0,27.397,21.913,17.365,13.233,10.317,7.368,4.008,1.776,1.8158,0.6234,0.3434
2022-06-22,1268,30.454,27.03,0,26.517,21.482,16.257,13.2,9.904,6.41,4.041,1.445,1.9857,0.7406,0.4104
2022-06-23,1269,30.849,28.98,0,27.027,21.604,17.171,13.15,10.26,7.069,3.979,1.601,2.1562,0.794,0.3861
2022-06-24,1270,31.14,26.12,0,27.389,22.027,17.376,13.366,10.542,7.555,3.82,1.157,1.8066,0.657,0.2829
2022-06-25,1271,30.077,27.71,0,26.463,20.903,16.516,12.605,9.618,6.375,3.546,1.333,1.9783,0.7748,0.4181
2022-06-26,1272,30.43,27.09,0,26.679,21.413,16.808,13.011,9.972,7.05,3.797,1.563,1.7871,0.8052,0.3963
2022-06-27,1273,30.609,25.12,0,26.887,21.629,16.776,12.836,9.911,7.175,3.902,1.547,1.5481,0.6221,0.2048
2022-06-28,1274,29.701,26.39,0,25.732,20.609,16.379,12.752,9.953,6.711,3.77,1.462,1.8333,0.7316,0.4159
2022-06-29,1275,29.68,27.82,0,26.325,20.589,16.486,12.823,9.717,6.647,3.755,1.619,2.0729,0.7167,0.4318
2022-06-30,1276,30.399,28.83,0,26.651,21.244,16.846,12.806,10.051,6.463,3.921,1.718,2.2588,0.755,0.4379
2022-07-01,1277,30.095,24.31,0,26.964,20.91,16.483,12.62,9.658,7.025,3.937,1.421,1.4801,0.639,0.3254
2022-07-02,1278,29.203,27.05,0,25.557,20.375,16.25,12.731,9.299,6.493,3.603,1.364,1.9138,0.6907,0.3105
2022-07-03,1279,29.958,25.27,0,26.205,20.957,16.598,12.457,9.378,6.766,3.954,1.256,1.6023,0.6539,0.2346
2022-07-04,1280,29.686,27.28,0,25.637,20.729,16.523,12.344,9.886,6.674,3.896,1.569,2.0084,0.698,0.4321
2022-07-05,1281,30.389,25.76,0,26.847,20.885,16.95,12.882,9.659,7.042,3.606,1.664,1.7308,0.6412,0.4275
2022-07-06,1282,29.579,24.03,0,25.827,21.044,15.977,12.477,9.817,6.692,3.548,1.359,1.572,0.6209,0.4159
2022-07-07,1283,29.204,23.58,0,25.458,20.249,15.92,12.256,9.836,6.494,3.594,1.241,1.4286,0.5045,0.3234
2022-07-08,1284,29.382,30.24,0,25.506,20.59,15.919,12.391,9.193,6.573,3.697,1.745,2.497,0.8891,0.4843
2022-07-09,1285,30.086,27.23,0,26.216,20.947,16.667,12.886,9.947,6.891,3.503,1.698,1.9661,0.7893,0.3459
2022-07-10,1286,29.681,26.89,0,26.269,20.752,16.299,12.409,9.736,6.317,3.422,1.162,1.929,0.7122,0.3264
2022-07-11,1287,28.861,26.64,0,25.202,20.126,15.886,12.204,9.573,6.365,3.691,1.201,1.9175,0.7049,0.3969
2022-07-12,1288,29.022,23.85,0,25.024,20.321,15.644,12.143,9.29,6.602,3.568,1.343,1.4149,0.5976,0.3337
2022-07-13,1289,29.254,29.41,0,25.308,20.064,15.883,12.385,9.595,6.316,3.677,1.41,2.2763,0.8229,0.3658
2022-07-14,1290,28.034,26.77,0,24.144,19.768,15.583,11.943,9.34,6.215,3.281,1.523,1.8695,0.6169,0.3624
2022-07-15,1291,28.745,26.7,0,25.309,20.042,15.517,12.465,9.103,6.944,3.275,1.355,1.8764,0.6938,0.3258
2022-07-16,1292,29.185,27.31,0,25.58,20.625,16.158,12.233,9.382,6.552,3.592,1.404,1.9898,0.7406,0.3319
2022-07-17,1293,29.033,25.88,0,25.56,20.148,15.93,12.238,9.308,6.477,3.435,1.042,1.7971,0.6319,0.3114
2022-07-18,1294,28.337,27.0,0,24.349,19.769,15.451,11.91,9.273,6.272,3.52,1.56,1.8624,0.7676,0.3215
2022-07-19,1295,29.442,26.74,0,25.677,20.204,16.47,12.265,9.084,6.374,3.677,1.124,1.8646,0.6855,0.3519
2022-07-20,1296,28.638,24.75,0,25.037,19.5,15.686,11.976,8.854,6.063,3.108,1.547,1.5622,0.5654,0.2606
2022-07-21,1297,28.728,30.15,0,24.955,20.149,15.523,12.102,9.181,6.213,3.178,1.186,2.4202,0.831,0.4815
2022-07-22,1298,28.285,25.65,0,24.305,19.619,14.975,11.742,8.961,6.033,3.271,1.169,1.6221,0.5887,0.2904
2022-07-23,1299,28.629,26.05,0,24.724,20.085,15.665,11.668,9.204,6.593,3.521,1.041,1.7165,0.6574,0.2885
2022-07-24,1300,28.357,26.52,0,24.566,19.207,15.629,11.841,8.888,5.949,3.274,1.107,1.7629,0.7289,0.3183
2022-07-25,1301,28.172,21.93,0,24.349,19.658,15.186,11.777,8.817,6.299,3.464,0.696,1.0904,0.4653,0.2031
2022-07-26,1302,28.193,26.47,0,24.316,19.324,15.203,11.739,9.232,6.18,3.305,1.103,1.8329,0.596,0.3394
2022-07-27,1303,27.464,27.49,0,24.028,19.156,15.354,11.597,8.624,5.825,2.782,0.794,2.1405,0.7175,0.3669
2022-07-28,1304,27.769,26.51,0,24.434,19.379,15.037,11.861,8.628,6.067,3.152,0.885,1.8068,0.6859,0.3298
2022-07-29,1305,27.058,24.74,0,23.637,18.746,14.91,11.08,8.659,6.011,3.05,0.69,1.5753,0.6089,0.3105
2022-07-30,1306,27.435,27.27,0,23.504,18.933,15.017,11.512,8.62,6.296,3.078,1.411,2.0294,0.7416,0.4959
2022-07-31,1307,28.289,25.75,0,24.96,19.275,15.127,11.888,8.789,6.074,3.34,1.119,1.7859,0.645,0.2874
2022-08-01,1308,27.916,26.79,0,23.938,19.317,15.073,11.846,8.642,5.599,3.335,1.036,1.8612,0.7107,0.3865
2022-08-02,1309,27.402,26.3,0,23.79,18.845,14.921,11.305,8.757,5.869,3.324,1.212,1.8364,0.6889,0.2871
2022-08-03,1310,28.044,26.13,0,24.344,19.198,15.248,11.613,8.648,6.066,3.391,1.297,1.7931,0.6252,0.3151
2022-08-04,1311,27.425,27.09,0,23.347,18.947,14.591,11.488,8.629,6.107,3.077,1.341,1.8728,0.7066,0.2974
2022-08-05,1312,27.572,23.11,0,23.801,19.317,14.531,11.329,8.338,5.562,2.945,1.201,1.299,0.5645,0.2517
2022-08-06,1313,26.926,22.67,0,23.241,18.585,14.42,10.997,8.478,5.39,3.164,1.033,1.2326,0.5053,0.334
2022-08-07,1314,27.446,23.3,0,24.164,18.585,14.762,11.195,8.713,6.325,3.024,0.924,1.3535,0.5016,0.2129
2022-08-08,1315,27.339,24.99,0,23.666,18.847,14.655,11.409,8.138,5.375,3.033,1.666,1.5474,0.6334,0.3807
2022-08-09,1316,27.414,25.72,0,23.416,18.687,14.803,11.571,8.516,5.873,3.03,0.969,1.7123,0.6123,0.2828
2022-08-10,1317,26.416,23.96,0,22.753,18.409,14.276,10.825,8.393,5.888,3.338,1.001,1.4644,0.6636,0.3156
2022-08-11,1318,26.56,22.38,0,22.827,18.411,14.474,10.94,8.331,5.745,3.236,1.078,1.1548,0.451,0.2877
2022-08-12,1319,26.685,26.68,0,23.361,18.397,14.268,11.011,8.691,5.173,2.424,0.972,1.8281,0.7648,0.3164
2022-08-13,1320,26.401,25.02,0,22.776,18.029,14.15,10.842,8.218,5.692,3.066,0.923,1.5812,0.6444,0.3595
2022-08-14,1321,26.774,22.14,0,23.172,18.206,14.624,11.14,8.22,5.648,3.188,1.002,1.2011,0.4555,0.2021
2022-08-15,1322,26.043,23.77,0,22.488,18.129,13.922,10.652,8.046,5.471,2.936,0.903,1.356,0.4949,0.2016
2022-08-16,1323,26.297,21.89,0,22.963,17.87,14.281,11.061,8.254,5.515,2.779,0.666,1.1176,0.4404,0.2484
2022-08-17,1324,26.652,24.03,0,22.726,18.29,14.09,10.983,8.124,5.913,2.732,0.811,1.4652,0.491,0.2388
